company_name	company_type	company_size	is_listed
四川中清科华云联科技有限公司	移动互联网	1000-9999人	不需要融资
四川天米科技有限公司	互联网	10000人以上	已上市
嗨贝贝摄影服务有限公司	O2O	20-99人	未融资
四川斐讯电子商务有限公司	通信/网络设备	1000-9999人	不需要融资
四川方格旗饮品有限公司	互联网	0-20人	未融资
四川斐讯信息技术有限公司	通信/网络设备	1000-9999人	不需要融资
四川派师信息科技股份有限公司	在线教育	1000-9999人	未融资
四川王老五商贸有限公司	其他行业	10000人以上	已上市
嘉兴市欧阁进出口有限公司	工程施工	20-99人	未融资
四川省唐玖珑食品有限责任公司	广告/公关/会展	0-20人	不需要融资
四川省酒业集团有限责任公司	互联网	100-499人	不需要融资
四川爱元素智能家居有限公司	装修装饰	1000-9999人	不需要融资
四川足博仕鞋业有限公司	批发/零售	100-499人	不需要融资
四川驹马企业管理有限公司	互联网	1000-9999人	D轮及以上
四平市聚亨商贸有限公司	互联网金融	100-499人	不需要融资
国家能源投资集团有限责任公司	电力/热力/燃气/水利	10000人以上	未融资
四川鱼爪网络科技有限公司	移动互联网	1000-9999人	未融资
在线途游(北京)科技有限公司	游戏	100-499人	B轮
多黑科技有限公司	智能硬件	20-99人	A轮
四川音乐学院	在线教育	20-99人	不需要融资
大臻贸易有限公司	互联网	100-499人	不需要融资
大连玛喜达餐饮管理有限公司	生活服务	100-499人	无信息
天九共享控股集团有限公司	互联网金融	1000-9999人	不需要融资
天安人寿保险股份有限公司	保险	1000-9999人	不需要融资
埃菲尔国际有限公司	在线教育	100-499人	不需要融资
天津卓朗科技发展有限公司	计算机软件	100-499人	已上市
大麦文化传媒有限公司	互联网	20-99人	A轮
天津五八到家货运服务有限公司	O2O	1000-9999人	A轮
天津市金石雨珠宝科技股份有限公司	贸易/进出口	100-499人	未融资
大连董萍美容企业有限公司	医疗健康	100-499人	不需要融资
天津欧拉融资租赁有限公司	新零售	1000-9999人	无信息
天津盛世永业科技发展有限公司	互联网	20-99人	未融资
天津米奇科技有限公司	计算机软件	0-20人	未融资
天津马丽莉教育信息咨询有限公司	在线教育	20-99人	无信息
四川省三只蛙味绝餐饮管理有限公司	生活服务	0-20人	已上市
天津禧云世纪品牌管理有限公司	互联网	500-999人	A轮
天脉聚源(北京)科技有限公司	移动互联网	500-999人	D轮及以上
天津银行股份有限公司	银行	1000-9999人	已上市
天津异乡好居网络科技有限公司	生活服务	100-499人	B轮
奇思妙想创意有限公司	游戏	20-99人	未融资
奇瑞汽车股份有限公司	汽车生产	1000-9999人	不需要融资
奢度管理有限公司	装修装饰	0-20人	不需要融资
太阳石(唐山)药业有限公司	数据服务	0-20人	无信息
奥园集团有限公司	工程施工	1000-9999人	已上市
女王日化集团有限公司	生活服务	0-20人	不需要融资
太行旅游开发有限公司	食品/饮料/烟酒	100-499人	无信息
奥米施(广州)贸易有限公司	服装/纺织/皮革	0-20人	未融资
好衣互联(北京)科技有限公司	互联网	100-499人	B轮
好开森(广州)科技有限公司	电子商务	20-99人	未融资
天之味食品有限公司	企业服务	100-499人	未融资
太极集团有限公司	医疗健康	10000人以上	已上市
好医生药业集团有限公司	医疗健康	10000人以上	不需要融资
威海贝享贸易有限公司	电子商务	20-99人	天使轮
威海万腾网络科技有限公司	计算机软件	20-99人	A轮
娱乐壹英国有限公司	院校	1000-9999人	不需要融资
嫦娥(北京)网络科技有限公司	广播/影视	0-20人	无信息
好美信息技术(北京)有限公司	生活服务	20-99人	不需要融资
宁夏北方生物科技有限公司	医疗健康	500-999人	不需要融资
宁波世纪繁荣旅游开发有限公司	其他行业	100-499人	未融资
宁波合盟盛贸易有限公司	玩具/礼品	20-99人	未融资
宁波奥云商商贸有限公司	互联网	10000人以上	已上市
宁波小灵狗出行科技有限公司	新能源	500-999人	B轮
宁波惠尔顿婴童安全科技股份有限公司	广告营销	100-499人	已上市
威海赛文服饰有限公司	企业服务	1000-9999人	不需要融资
宁夏康业投资有限公司	医疗健康	20-99人	不需要融资
宁波方太厨具有限公司	生活服务	10000人以上	不需要融资
宁波市鄞州智伴信息科技有限公司	智能硬件	100-499人	A轮
安庆麦麦贸易有限公司	贸易/进出口	20-99人	不需要融资
安徽小菜园餐饮管理有限责任公司	餐饮	1000-9999人	未融资
安徽姆大陆科技发展有限公司	移动互联网	1000-9999人	不需要融资
安徽新华控股集团投资有限公司	计算机软件	10000人以上	不需要融资
安徽省超火通讯科技有限公司	游戏	20-99人	不需要融资
安徽简创品牌管理有限公司	广告营销	20-99人	不需要融资
宁夏清华园知识产权研究与开发有限公司	培训机构	0-20人	未融资
安踏(中国)有限公司	贸易/进出口	10000人以上	已上市
安阳惠民科技咨询服务有限责任公司	咨询	20-99人	未融资
合肥市国有资产控股有限公司	互联网金融	100-499人	不需要融资
宿迁丹美坊化妆品有限公司	贸易/进出口	20-99人	无信息
宿迁一山在线网络科技有限公司	广播/影视	100-499人	不需要融资
宿迁市御景健康管理有限公司	电子商务	100-499人	未融资
安徽艾美禾家具有限公司	美容/美发	1000-9999人	未融资
宿迁画眉鸟生物科技有限公司	电子商务	20-99人	不需要融资
富友联合食品(中国)有限公司	生活服务	20-99人	不需要融资
富远健康科技(香港)有限公司	互联网金融	20-99人	未融资
富士康工业互联网股份有限公司	互联网	10000人以上	已上市
小兔母婴(深圳)有限公司	移动互联网	0-20人	天使轮
小熊电器股份有限公司	家具/家电/家居	1000-9999人	无信息
小黄狗环保科技有限公司	环保	1000-9999人	A轮
山东万媒互动电子商务有限公司	电子商务	500-999人	不需要融资
宝熙股份有限公司	服装/纺织/皮革	500-999人	不需要融资
山东北钛河陶瓷有限公司	广告营销	500-999人	不需要融资
山东同禄网络科技有限公司	工艺品/收藏品	20-99人	不需要融资
山东世纪开元电子商务有限公司	电子商务	1000-9999人	B轮
山东惠发食品股份有限公司	农/林/牧/渔	1000-9999人	已上市
山东星宏电讯有限责任公司	互联网	100-499人	不需要融资
山东沃弗生物工程有限公司	仪器仪表/工业自动化	0-20人	无信息
山东环亿生物科技有限公司	医疗健康	20-99人	不需要融资
小黑鱼科技有限公司	互联网	500-999人	A轮
山东耀目宠物用品有限公司	电子商务	500-999人	无信息
山东绿叶制药有限公司	医疗健康	1000-9999人	已上市
山东舜邑葡萄酒有限公司	贸易/进出口	20-99人	未融资
山东世纪开元电子商务集团有限公司	电子商务	1000-9999人	B轮
山东达因海洋生物制药股份有限公司	医疗健康	1000-9999人	未融资
山东金启点电子商务有限公司	互联网	0-20人	天使轮
山东酵妈妈电子商务有限公司	电子商务	20-99人	不需要融资
山东胜伟控股股份有限公司	其他行业	100-499人	未融资
山东金野农化有限公司	电子商务	100-499人	A轮
山西一果食品有限公司	文化/体育/娱乐	500-999人	未融资
山东金正动画股份有限公司	音乐/视频/阅读	100-499人	不需要融资
山西凯莉酒业有限公司	食品/饮料/烟酒	20-99人	不需要融资
山东鲁花集团有限公司	其他行业	10000人以上	不需要融资
山西腾锐电子商务有限公司	移动互联网	20-99人	未融资
山西晋之源文化艺术有限公司	电子商务	0-20人	无信息
山西灌木文化传媒有限公司	广播/影视	20-99人	未融资
希努尔男装股份有限公司	企业服务	20-99人	无信息
常熟一亩地网络科技有限公司	互联网	20-99人	未融资
常熟优萃商贸有限公司	在线教育	20-99人	不需要融资
常州创驰品牌管理有限公司	新闻/出版	0-20人	不需要融资
天津深之蓝海洋设备科技有限公司	智能硬件	100-499人	B轮
常熟棒棒哒品牌策划有限公司	企业服务	20-99人	无信息
常熟本泽纺织品有限公司	工程施工	0-20人	不需要融资
常青藤爸爸(北京)教育科技有限公司	互联网	100-499人	A轮
常熟新潮流服饰贸易有限公司	媒体	0-20人	未融资
常熟麦丁品牌管理有限公司	广告营销	0-20人	未融资
幸福生活集团有限公司	互联网金融	100-499人	不需要融资
广东万惠网络科技集团有限公司	互联网金融	1000-9999人	C轮
广东万旅集团股份有限公司	旅游	500-999人	未融资
广东众源星影视文化传媒有限公司	工程施工	20-99人	未融资
广东和德元茶业有限公司	企业服务	20-99人	未融资
广东喜哆哆信息科技有限公司	电子商务	500-999人	未融资
广东固生堂中医养生健康科技股份有限公司	互联网	1000-9999人	D轮及以上
广东壹健康科技有限公司	医疗健康	1000-9999人	不需要融资
广东宝乐机器人股份有限公司	家具/家电/家居	1000-9999人	未融资
广东新宝电器股份有限公司	家具/家电/家居	10000人以上	已上市
广东欧加控股有限公司	服装/纺织/皮革	20-99人	无信息
广东江楠农业科技有限公司	新零售	100-499人	未融资
广东曼申智能科技有限公司	电子/半导体/集成电路	100-499人	A轮
广东森乐食品有限公司	食品/饮料/烟酒	100-499人	无信息
安徽高梵电子商务有限公司	电子商务	100-499人	A轮
广东澳思瑞雅健康美容生物科技有限公司	电子商务	100-499人	未融资
广东来艾健康科技有限公司	计算机软件	100-499人	不需要融资
宁波爱育湾婴童用品有限公司	电子商务	0-20人	无信息
广东皇星婴童用品有限公司	批发/零售	10000人以上	未融资
广东正业科技股份有限公司	其他行业	500-999人	已上市
广东紫丁香实业股份有限公司	咨询	20-99人	不需要融资
广东英吉利生物科技有限公司	培训机构	20-99人	未融资
广东闽兴商贸有限公司	4S店/后市场	0-20人	未融资
广东陆加壹集团有限公司	酒店	0-20人	无信息
广东麟旗养老健康产业有限公司	医疗健康	20-99人	不需要融资
广安民族兴酒业有限公司	音乐/视频/阅读	20-99人	未融资
广州一恒科技有限公司	游戏	0-20人	无信息
广州万驰电子商务有限公司	4S店/后市场	20-99人	未融资
广东珠影资产投资管理有限公司	音乐/视频/阅读	20-99人	无信息
广州上成科技有限公司	生活服务	20-99人	无信息
广州万孚生物技术股份有限公司	医疗健康	1000-9999人	已上市
广州二元科技有限公司	互联网	20-99人	未融资
广州乐趣网络科技有限公司	培训机构	0-20人	无信息
广州享读信息技术有限责任公司	音乐/视频/阅读	0-20人	无信息
广州云从信息科技有限公司	智能硬件	500-999人	B轮
广州亿骏科技有限公司	广告营销	0-20人	无信息
广州亚美信息科技有限公司	旅游	20-99人	无信息
山东恒利达生物科技有限公司	工程施工	1000-9999人	未融资
广州凌道贸易有限公司	广告营销	20-99人	未融资
广州凡凡贸易有限公司	餐饮	0-20人	不需要融资
广州创煌服饰有限公司	服装/纺织/皮革	500-999人	无信息
广州修本信息科技有限公司	原材料及加工/模具	20-99人	不需要融资
广东鼎龙实业集团有限公司	智能硬件	100-499人	未融资
广州华奇饰贸易有限公司	电子商务	100-499人	未融资
广州华明网络科技有限公司	医疗健康	20-99人	无信息
广州千千氏工艺品有限公司	生活服务	100-499人	A轮
广州华莱商务服务有限公司	餐饮	1000-9999人	无信息
广州华立科技股份有限公司	游戏	100-499人	已上市
广州南象贸易有限公司	其他行业	0-20人	天使轮
广州京茂科技有限公司	食品/饮料/烟酒	100-499人	无信息
广州吉和电子商务有限公司	食品/饮料/烟酒	20-99人	未融资
广州善康生物科技有限公司	医疗健康	20-99人	未融资
广州国创科技有限公司	汽车生产	20-99人	不需要融资
广州塔旅游文化发展股份有限公司	旅游	500-999人	无信息
广州圣唯辰生物科技有限公司	贸易/进出口	0-20人	未融资
广州卜兰德科技有限公司	计算机软件	100-499人	不需要融资
广州大脑思维互动企业管理有限公司	培训机构	20-99人	不需要融资
广州墨动力文化传播有限公司	互联网	1000-9999人	未融资
广州天品科技有限公司	企业服务	20-99人	未融资
广州天亿科技有限公司	计算机软件	0-20人	不需要融资
广州亚历克斯国际教育科技有限公司	食品/饮料/烟酒	0-20人	无信息
广州华诗歌企业管理服务有限公司	餐饮	20-99人	未融资
广州奈瑞儿美容科技有限公司	医疗健康	1000-9999人	未融资
广州妮趣化妆品有限公司	电子商务	100-499人	B轮
广州奔亿电子商务有限公司	物流/仓储	10000人以上	无信息
广州宸宁进出口有限公司	其他行业	100-499人	不需要融资
广州富诚国际控股有限公司	机械设备/机电/重工	0-20人	无信息
广州富港万嘉智能科技有限公司	互联网	100-499人	无信息
广州小楠科技有限公司	餐饮	0-20人	不需要融资
广州尚头条贸易有限公司	移动互联网	10000人以上	不需要融资
广州巨久信息科技有限公司	移动互联网	100-499人	无信息
广州市专一食品有限公司	智能硬件	20-99人	A轮
广州巨枫科技有限公司	游戏	20-99人	A轮
广州市乐淘动漫设计有限公司	电子商务	0-20人	未融资
广州娇兰佳人实业投资有限公司	医疗/护理/卫生	20-99人	无信息
广州市凡妮服装有限公司	电子商务	500-999人	A轮
广州实地房地产开发有限公司	地产经纪/中介	20-99人	不需要融资
广州市千姿美黛化妆品有限公司	电子商务	20-99人	未融资
广州市创客商务服务有限公司	企业服务	20-99人	未融资
广州叮咚商务服务有限公司	计算机软件	20-99人	未融资
常州壹明唐食品有限公司	移动互联网	0-20人	不需要融资
广州市小而美电子商务有限公司	电子商务	0-20人	未融资
广州市布兰森生物科技有限公司	工程施工	100-499人	B轮
广州基业品牌管理有限公司	信息安全	20-99人	未融资
广州市时代发展企业集团有限公司	互联网	1000-9999人	已上市
广州市拉芙塔生物科技有限公司	学前教育	100-499人	不需要融资
广州市时代控股集团有限公司	互联网	10000人以上	已上市
广州市思力智慧互联网科技有限公司	贸易/进出口	100-499人	未融资
广州市忘忧解网络科技有限公司	美容/美发	0-20人	未融资
广州市硅愉科技有限公司	智能硬件	100-499人	A轮
广州市梦邦贸易有限公司	培训机构	0-20人	未融资
广州市金凰影视有限公司	酒店	20-99人	未融资
广州市雅博生物科技有限公司	生活服务	100-499人	未融资
广州市原上服饰实业有限公司	批发/零售	1000-9999人	不需要融资
广州弹幕网络科技有限公司	社交网络	0-20人	天使轮
广州彰德投资顾问有限公司	批发/零售	0-20人	无信息
广州市鼎普琪贸易有限公司	信息安全	100-499人	已上市
广州影子科技有限公司	互联网	100-499人	不需要融资
广州恒途网络科技有限公司	装修装饰	20-99人	天使轮
广州必果贸易有限公司	计算机软件	0-20人	A轮
广州慕紫服装有限公司	广告营销	20-99人	未融资
广州文搏科技有限公司	培训机构	0-20人	天使轮
广州方少科技有限公司	电子商务	100-499人	未融资
广州时光文化科技有限公司	移动互联网	20-99人	A轮
广州景驰科技有限公司	互联网	100-499人	B轮
广州智伴人工智能科技有限公司	智能硬件	100-499人	A轮
广州市神猫电子商务有限公司	旅游	20-99人	不需要融资
广州恒源生物科技有限公司	文化/体育/娱乐	0-20人	不需要融资
广州清漫餐饮文化发展有限公司	餐饮	20-99人	不需要融资
广州市钱大妈农产品有限公司	物流/仓储	1000-9999人	C轮
广州摘星者信息科技有限公司	新零售	500-999人	B轮
广州灵动创想文化科技有限公司	音乐/视频/阅读	100-499人	不需要融资
广州火爆商贸有限公司	互联网	100-499人	未融资
广州爱帛服饰有限公司	服装/纺织/皮革	1000-9999人	未融资
广州皇顺企业管理有限公司	建材	20-99人	未融资
广州由创文化发展有限公司	互联网	100-499人	不需要融资
广州爱范儿科技股份有限公司	移动互联网	100-499人	已上市
广州益鸟科技有限公司	O2O	20-99人	天使轮
广州益玩网络科技有限公司	游戏	100-499人	B轮
广州神马移动信息科技有限公司	移动互联网	500-999人	已上市
广州立亿贸易有限公司	计算机软件	0-20人	未融资
广州简知信息科技有限公司	移动互联网	20-99人	天使轮
广州至联电子商务有限公司	广告营销	100-499人	未融资
广州荔支网络技术有限公司	移动互联网	500-999人	D轮及以上
广州诺米品牌管理有限公司	生活服务	1000-9999人	不需要融资
广州赢博文化传播有限公司	投资/融资	0-20人	不需要融资
广州车品道汽车用品有限公司	汽车生产	20-99人	未融资
广州车达科技有限公司	交通/运输	0-20人	未融资
广州轩朵贸易有限公司	婚庆/摄影	0-20人	不需要融资
广州市佰德利实业有限公司	餐饮	20-99人	不需要融资
广州车车贸易有限公司	互联网	1000-9999人	B轮
广州车酷贸易有限公司	4S店/后市场	0-20人	无信息
广州瑞华投资管理有限公司	计算机软件	20-99人	已上市
广州里海设计有限公司	企业服务	500-999人	无信息
广州鹏兴科技有限公司	互联网金融	20-99人	不需要融资
广州领航者贸易有限公司	移动互联网	100-499人	不需要融资
广汽新能源汽车有限公司	汽车生产	100-499人	不需要融资
广州益生谷生物科技有限公司	电子商务	20-99人	不需要融资
广汽商贸有限公司	汽车生产	100-499人	不需要融资
广州郡主科技有限公司	餐饮	0-20人	无信息
广西利民药业股份有限公司	互联网金融	100-499人	C轮
广州金十信息科技有限公司	广告/公关/会展	100-499人	不需要融资
康谦美(北京)商贸有限公司	餐饮	0-20人	无信息
建新赵氏集团有限公司	汽车生产	1000-9999人	不需要融资
异想天开(广州)文化传媒有限公司	电子商务	0-20人	未融资
开拓者电子商务有限公司	运营商/增值服务	0-20人	无信息
引领者有限公司	学前教育	20-99人	不需要融资
弘阳集团有限公司	工程施工	100-499人	A轮
张家港保税区泰丰文化传播股份有限公司	文化/体育/娱乐	20-99人	无信息
张家港鸿彩贸易有限公司	电子商务	0-20人	未融资
张家口兴垣投资管理有限公司	互联网	20-99人	A轮
微智医疗器械有限公司	互联网	100-499人	D轮及以上
德伦玩具有限公司	医疗健康	500-999人	A轮
德佑(天津)房地产经纪服务有限公司	地产经纪/中介	10000人以上	A轮
德佑房地产经纪有限公司	工程施工	10000人以上	D轮及以上
徐州尚纳网络科技有限公司	在线教育	1000-9999人	已上市
德米恩有限公司	互联网	0-20人	天使轮
心企点有限公司	电子商务	20-99人	未融资
忠信堂(北京)科技有限公司	工程施工	20-99人	D轮及以上
快乐时光有限公司	互联网	1000-9999人	已上市
思域户外用品有限公司	计算机服务	100-499人	不需要融资
恒基(中国)投资有限公司	互联网金融	100-499人	天使轮
恒生电子股份有限公司	互联网金融	1000-9999人	已上市
恒创控股集团有限公司	互联网金融	500-999人	不需要融资
德聚仁和有限公司	企业服务	100-499人	天使轮
想念食品股份有限公司	生活服务	1000-9999人	未融资
怒放青春(厦门)传媒有限公司	音乐/视频/阅读	0-20人	天使轮
成都优托邦网络科技有限公司	互联网	0-20人	不需要融资
成都地奥制药集团有限公司	制药	1000-9999人	未融资
成都大熊猫繁育研究基地	计算机软件	10000人以上	不需要融资
成都安美科科技有限公司	智能硬件	100-499人	A轮
成都天府新区投资集团有限公司	投资/融资	100-499人	无信息
成都市双虎实业有限公司	生活服务	0-20人	不需要融资
成都市大聪科技有限公司	电子商务	20-99人	未融资
成都市小池电子商务有限公司	电子商务	20-99人	未融资
成都宽窄巷子投资管理有限责任公司	生活服务	0-20人	未融资
成都布伦茨诺科技有限公司	电子/半导体/集成电路	20-99人	无信息
成都布谷鸟信息技术咨询有限公司	计算机软件	100-499人	B轮
成都悦生活汽车服务有限公司	游戏	20-99人	未融资
成都新茂设计策划有限公司	贸易/进出口	0-20人	不需要融资
成都来也旅游发展股份有限公司	旅游	100-499人	已上市
成都意凡信息技术有限公司	互联网	20-99人	不需要融资
成都玖壹叁零网络科技有限公司	游戏	100-499人	不需要融资
成都清科生物科技有限公司	智能硬件	100-499人	A轮
成都绿欣商贸有限公司	互联网	100-499人	A轮
成都极目品牌管理有限责任公司	装修装饰	0-20人	未融资
成都航利(集团)实业有限公司	人力资源服务	10000人以上	无信息
成都陇海文化传播有限公司	其他行业	100-499人	不需要融资
成都高新投资集团有限公司	工程施工	1000-9999人	未融资
成都随道丰源科技有限公司	计算机软件	20-99人	未融资
扬州润亨母婴用品有限公司	人力资源服务	0-20人	不需要融资
扬州荣满网络科技有限公司	投资/融资	20-99人	未融资
扬州飞光网络科技有限公司	生活服务	20-99人	A轮
成都莲荷广告传媒有限公司	培训机构	0-20人	未融资
拉菲国际品牌管理有限公司	工艺品/收藏品	20-99人	无信息
拉斯堡投资(上海)有限公司	O2O	10000人以上	D轮及以上
揭阳市恒字茶业有限公司	新零售	100-499人	不需要融资
擎天匠实业(广州)有限公司	计算机软件	500-999人	已上市
敦煌文旅集团有限公司	旅游	500-999人	未融资
数坤(北京)网络科技有限公司	医疗健康	20-99人	B轮
数字广东网络建设有限公司	计算机软件	1000-9999人	未融资
斯维登置业顾问集团有限公司	酒店	20-99人	无信息
战马(北京)饮料有限公司	广告营销	20-99人	不需要融资
广州波音达品牌管理有限公司	原材料及加工/模具	100-499人	未融资
新支点经贸集团有限公司	生活服务	1000-9999人	不需要融资
广州爱乐王艺术教育有限公司	游戏	100-499人	不需要融资
新沂蔡徐坤影视文化工作室	广播/影视	100-499人	未融资
新生活集团(中国)有限公司	建筑设计	0-20人	不需要融资
新天鹅堡企业有限公司	美容/美发	100-499人	不需要融资
新疆特变电工集团有限公司	其他行业	500-999人	无信息
新力科技集团有限公司	智能硬件	100-499人	A轮
新疆美昂龙企业管理咨询有限公司	其他行业	100-499人	未融资
新闻(北京)股份有限公司	移动互联网	100-499人	不需要融资
新疆翱翔天际投资集团股份有限公司	计算机软件	100-499人	无信息
旅悦(天津)酒店管理有限公司	互联网	1000-9999人	不需要融资
无锡华云数据技术服务有限公司	数据服务	500-999人	D轮及以上
无锡新中瑞婴儿用品有限公司	其他行业	500-999人	未融资
新疆启润农业生物科技有限责任公司	智能硬件	20-99人	不需要融资
无锡迟到时光服饰有限公司	电子商务	20-99人	未融资
无锡壹加零健康科技有限公司	在线教育	100-499人	不需要融资
日照白鹭湾文化旅游发展有限公司	旅游	500-999人	未融资
新疆阿尔泰旅游发展集团有限公司	电子/半导体/集成电路	100-499人	未融资
康奥科技集团有限公司	建材	100-499人	不需要融资
昆山天福经营管理有限公司	运营商/增值服务	0-20人	天使轮
昆山弘泰岩商务咨询有限公司	工程施工	100-499人	不需要融资
昆明农业公园开发有限公司	在线教育	100-499人	A轮
无锡葆元康健康科技有限公司	医疗/护理/卫生	100-499人	D轮及以上
弘美制药(中国)有限公司	地产经纪/中介	100-499人	不需要融资
无锡时代天使医疗器械科技有限公司	医疗设备/器械	500-999人	无信息
春草阁宿迁化妆品有限公司	电子商务	20-99人	无信息
星妙创意有限公司	电子商务	20-99人	A轮
晨越建设项目管理集团股份有限公司	工程施工	1000-9999人	B轮
普信恒业科技发展(北京)有限公司	互联网金融	10000人以上	已上市
无锡智高点技术研发有限公司	学前教育	0-20人	未融资
智造者品牌管理有限公司	智能硬件	100-499人	不需要融资
星环信息科技(上海)有限公司	互联网	500-999人	D轮及以上
星粉创(上海)投资管理有限公司	音乐/视频/阅读	0-20人	天使轮
朗高实业有限公司	装修装饰	20-99人	未融资
朴素中国有限公司	基金	20-99人	不需要融资
杨贵妃美容科技有限公司	食品/饮料/烟酒	20-99人	未融资
杭州万事利丝绸文化股份有限公司	企业服务	1000-9999人	A轮
杭州中亘网络科技有限公司	工程施工	0-20人	无信息
成都航空有限公司	旅游	1000-9999人	未融资
杭州优工品科技有限公司	电子商务	100-499人	B轮
杭州冰红科技有限公司	互联网	20-99人	不需要融资
杭州勤朴商贸有限公司	培训机构	20-99人	天使轮
杭州华炎创新商务服务有限公司	电子商务	20-99人	无信息
杭州光迪服饰有限公司	物流/仓储	20-99人	未融资
杭州向田科技有限公司	餐饮	20-99人	不需要融资
杭州复杂美科技有限公司	互联网金融	100-499人	不需要融资
杭州口口相传网络技术有限公司	O2O	10000人以上	C轮
杭州多普商贸有限公司	贸易/进出口	100-499人	未融资
杭州媒距离科技有限公司	在线教育	100-499人	不需要融资
杭州存信数据科技有限公司	数据服务	20-99人	天使轮
杭州三齐贸易有限公司	计算机软件	0-20人	不需要融资
杭州弘扬电子商贸有限公司	数据服务	0-20人	无信息
有米科技股份有限公司	移动互联网	500-999人	已上市
杭州慧汇服饰有限公司	移动互联网	0-20人	未融资
杭州星速汽车有限公司	建材	100-499人	不需要融资
杭州当贝网络科技有限公司	互联网	100-499人	B轮
杭州有鱼科技有限公司	音乐/视频/阅读	100-499人	B轮
杭州我很忙科技有限公司	其他行业	500-999人	未融资
杭州抓马网络科技有限公司	在线教育	20-99人	未融资
杭州悦萱堂化妆品有限公司	其他行业	500-999人	不需要融资
杭州本链科技有限公司	计算机软件	20-99人	未融资
杭州橙逸贸易有限公司	培训机构	20-99人	无信息
昆明七彩云南欢乐世界文化娱乐有限公司	旅游	1000-9999人	不需要融资
杭州海康威视数字技术股份有限公司	计算机软件	10000人以上	已上市
杭州汉尚家居有限公司	电子商务	100-499人	未融资
杭州点望科技有限公司	互联网	100-499人	C轮
杭州洋驼网络科技有限公司	电子商务	1000-9999人	C轮
杭州琴鸣电子商务有限公司	在线教育	20-99人	已上市
杭州煜飞服饰有限公司	医疗设备/器械	0-20人	无信息
杭州瑞德设计股份有限公司	企业服务	500-999人	已上市
杭州睿哲文化发展有限公司	互联网金融	20-99人	不需要融资
杭州疯狂科技有限公司	游戏	100-499人	不需要融资
杭州玖零时光电子商务有限公司	在线教育	1000-9999人	B轮
杭州米粒儿网络科技有限公司	计算机软件	0-20人	不需要融资
杭州萌酷科技有限公司	玩具/礼品	20-99人	无信息
杭州蓝铅笔文化创意有限公司	互联网	100-499人	A轮
有家(天津)企业管理有限公司	互联网	20-99人	A轮
杭州茄子文化传媒有限公司	互联网	100-499人	B轮
杭州衣爱诚品服饰有限公司	O2O	100-499人	不需要融资
杭州西洲服饰有限公司	智能硬件	20-99人	未融资
杭州博乐工业设计股份有限公司	音乐/视频/阅读	100-499人	天使轮
杭州邻汇网络科技有限公司	互联网	100-499人	B轮
杭州颗粒品牌管理有限公司	广播/影视	20-99人	不需要融资
杭州红绳科技产业有限公司	新零售	20-99人	天使轮
杭州麦子网络有限公司	电子商务	20-99人	天使轮
柒伍壹企业管理有限公司	企业服务	20-99人	未融资
桃源居(重庆)房地产开发有限公司	地产经纪/中介	100-499人	不需要融资
桂林银行股份有限公司	银行	1000-9999人	已上市
梅州市熙和湾实业发展有限公司	在线教育	100-499人	未融资
梧州扶摇贸易有限公司	酒店	20-99人	未融资
梧州起航贸易有限公司	在线教育	100-499人	已上市
梧州鸿鹄贸易有限公司	旅游	100-499人	无信息
梧州鸿儒贸易有限公司	互联网	20-99人	不需要融资
杭州至秦品牌策划有限公司	咨询	20-99人	未融资
株洲市盛世芙蓉餐饮管理有限责任公司	餐饮	100-499人	无信息
横店影视股份有限公司	文化/体育/娱乐	20-99人	已上市
武义震世亚风贸易有限公司	电子商务	20-99人	未融资
武汉上好吉健康产业有限公司	电子商务	20-99人	未融资
橙爱贸易有限公司	互联网	20-99人	不需要融资
武汉利威图电子商务有限公司	互联网	100-499人	已上市
梧州白马贸易有限公司	新闻/出版	20-99人	无信息
步步高通信科技有限公司	新零售	100-499人	未融资
武汉市多比特信息科技有限公司	游戏	100-499人	A轮
梧州同风贸易有限公司	广告/公关/会展	20-99人	不需要融资
武汉思索恩广告设计有限公司	工程施工	100-499人	不需要融资
武汉新帝广告有限公司	培训机构	20-99人	天使轮
武汉古维德服装有限公司	家具/家电/家居	20-99人	无信息
武汉汉银经济信息咨询有限公司	互联网金融	100-499人	不需要融资
武汉标管家商贸有限公司	移动互联网	1000-9999人	已上市
武汉科诺生物科技股份有限公司	计算机软件	0-20人	未融资
杭州艾格财务咨询有限公司	游戏	100-499人	已上市
武汉薇宁商贸有限责任公司	医疗/护理/卫生	0-20人	未融资
武汉麦柏姿服装有限公司	美容/美发	0-20人	未融资
每刻宝科技(成都)有限公司	广播/影视	20-99人	未融资
比特大陆科技有限公司	移动互联网	1000-9999人	不需要融资
民生药业集团有限公司	制药	100-499人	无信息
毕加索集团股份有限公司	移动互联网	20-99人	A轮
汉中市旅游投资发展有限公司	旅游	20-99人	不需要融资
江苏交通控股有限公司	智能硬件	100-499人	不需要融资
江苏保尔科技有限公司	医疗健康	0-20人	无信息
江苏富林医疗设备有限公司	广告营销	0-20人	不需要融资
江苏小鹿电子商务有限公司	互联网	100-499人	B轮
江苏四季森林纳米科技有限公司	环保	100-499人	未融资
江苏天鹅湾旅游开发有限公司	工程施工	100-499人	不需要融资
江苏玩族网络科技有限公司	移动互联网	20-99人	无信息
江苏木匠谷旅游发展有限公司	其他行业	20-99人	未融资
江苏帆顺旅游开发有限公司	机械设备/机电/重工	20-99人	不需要融资
