company_name	company_type	company_size	is_listed
国安社区(北京)科技有限公司	移动互联网	1000-9999人	不需要融资
国美控股集团有限公司	互联网	10000人以上	不需要融资
国美酒业集团股份有限公司	互联网金融	10000人以上	不需要融资
四川易贷网金融信息服务有限公司	互联网金融	1000-9999人	不需要融资
塞纳德(北京)信息技术有限公司	移动互联网	1000-9999人	未融资
和顺祥(北京)品牌管理有限公司	电子商务	20-99人	不需要融资
壹玖壹玖酒类平台科技股份有限公司	互联网	1000-9999人	已上市
复旦生物科技有限公司	在线教育	20-99人	不需要融资
大仓投资贸易有限公司	音乐/视频/阅读	100-499人	不需要融资
大连商品交易所	互联网金融	20-99人	不需要融资
大有品牌传播有限公司	数据服务	20-99人	A轮
地素时尚股份有限公司	贸易/进出口	1000-9999人	不需要融资
天津天象互动科技有限公司	游戏	500-999人	不需要融资
大连华德盛世实业有限公司	医疗健康	100-499人	不需要融资
国际品牌运营管理中心有限公司	餐饮	0-20人	无信息
四川海底捞餐饮股份有限公司	生活服务	10000人以上	已上市
大金商贸(香港)有限公司	互联网金融	10000人以上	已上市
多点生活(中国)网络科技有限公司	互联网	500-999人	B轮
天地融科技股份有限公司	智能硬件	500-999人	不需要融资
天津自在科技有限公司	旅游	20-99人	未融资
天津银河酷娱文化传媒有限公司	音乐/视频/阅读	100-499人	B轮
天虹商场股份有限公司	生活服务	10000人以上	已上市
天道计然(北京)信息科技有限责任公司	互联网金融	1000-9999人	C轮
好妈妈科技股份有限公司	移动互联网	20-99人	不需要融资
宁波优生活电子商务有限公司	电子商务	20-99人	未融资
宁波锦浪新能源科技股份有限公司	电子商务	20-99人	未融资
宁波宝盛鞋业有限公司	电子商务	100-499人	无信息
安徽巢湖投资发展有限公司	财务/审计/税务	20-99人	未融资
安徽江南文旅集团有限公司	旅游	100-499人	不需要融资
天津海鸟城信息技术有限公司	新零售	20-99人	不需要融资
宁波唯创家居文化发展有限公司	家具/家电/家居	100-499人	无信息
安道拓工程和知识产权有限公司	汽车生产	10000人以上	已上市
完美(中国)有限公司	游戏	1000-9999人	已上市
完美世界控股集团有限公司	游戏	1000-9999人	已上市
宜昌人福药业有限责任公司	医疗健康	1000-9999人	已上市
安徽三瓜公社投资发展有限公司	互联网	100-499人	D轮及以上
北京星河世界集团有限公司	移动互联网	20-99人	C轮
山东岐伯堂生物科技有限公司	医疗/护理/卫生	20-99人	未融资
山东宣和生物科技有限公司	广告/公关/会展	0-20人	未融资
山东校园联盟集团有限公司	移动互联网	20-99人	A轮
山东源丰生物科技有限公司	环保	100-499人	未融资
山东朱氏药业集团有限公司	医疗健康	1000-9999人	不需要融资
山东省鲁信投资控股集团有限公司	地产经纪/中介	20-99人	无信息
山东爱客多商贸有限公司	互联网	100-499人	未融资
山东统元食品有限公司	批发/零售	100-499人	无信息
山东阡陌商贸有限公司	旅游	0-20人	不需要融资
安徽顶峰教育投资有限公司	培训机构	20-99人	无信息
山东蓝伞国际科技开发有限公司	互联网	1000-9999人	已上市
巴士在线科技有限公司	互联网	1000-9999人	D轮及以上
巴马滴滴养游科技有限公司	电子商务	20-99人	天使轮
帝斯曼知识产权资产有限公司	培训机构	20-99人	未融资
常熟贝邦商贸有限公司	电子商务	20-99人	未融资
常熟迈森服饰贸易有限公司	贸易/进出口	20-99人	不需要融资
广东世纪华文动漫文化传播有限公司	媒体	100-499人	不需要融资
广东品胜电子股份有限公司	电子商务	1000-9999人	已上市
常熟森爵商贸有限公司	广告/公关/会展	0-20人	无信息
山东华夏维康农牧科技有限公司	农/林/牧/渔	100-499人	A轮
广东广播电视台	媒体	20-99人	不需要融资
广东盈凯餐饮管理有限公司	工程施工	20-99人	无信息
巴铁科技发展有限公司	餐饮	20-99人	未融资
广东融生进出口有限公司	咨询	20-99人	无信息
广东芬尼克兹节能设备有限公司	其他行业	1000-9999人	已上市
广州中博医院投资管理有限公司	培训机构	1000-9999人	A轮
广发银行股份有限公司	银行	100-499人	不需要融资
北京漫联创意科技股份有限公司	音乐/视频/阅读	20-99人	A轮
广东方展科技有限公司	人力资源服务	0-20人	不需要融资
广州华工中云信息技术有限公司	互联网	100-499人	不需要融资
广州尖货贸易有限公司	电子商务	0-20人	未融资
广州小鹏汽车科技有限公司	汽车生产	1000-9999人	B轮
广州市两棵树网络科技有限公司	电子商务	100-499人	C轮
广州市陇源药业有限公司	其他行业	100-499人	不需要融资
广州大气候农业科技有限公司	互联网	20-99人	天使轮
广州悦跑信息科技有限公司	移动互联网	100-499人	C轮
广州承兴营销管理有限公司	音乐/视频/阅读	100-499人	已上市
广州暨北生物科技有限公司	日化	100-499人	A轮
广州市天河华南发展有限公司	互联网金融	20-99人	未融资
山西步源堂生物科技有限公司	医疗健康	1000-9999人	不需要融资
广州机智云物联网科技有限公司	互联网	100-499人	B轮
广州渠道拓展信息科技有限公司	移动互联网	1000-9999人	未融资
广州标库品牌管理有限公司	专利/商标/知识产权	0-20人	不需要融资
广州爱韵生物科技有限公司	贸易/进出口	20-99人	未融资
广州蓝月亮实业有限公司	生活服务	10000人以上	未融资
广州蚊子动漫科技有限公司	互联网	100-499人	不需要融资
广州雷诺生物科技有限公司	在线教育	0-20人	天使轮
广州市朗律信息科技有限公司	咨询	0-20人	未融资
广州鼎盛工贸有限公司	机械设备/机电/重工	0-20人	未融资
征途者商贸有限公司	互联网	20-99人	未融资
徐州虎虎电子商务有限公司	企业服务	0-20人	未融资
怒江州扶贫投资开发有限公司	非盈利机构	20-99人	未融资
恺信国际检测认证有限公司	其他行业	20-99人	未融资
成都优品堂广告有限公司	移动互联网	100-499人	不需要融资
成都侠客岛企业管理有限公司	移动互联网	100-499人	B轮
成都一田智企业管理咨询有限公司	电子商务	20-99人	不需要融资
成都恒风动漫股份有限公司	机械设备/机电/重工	0-20人	不需要融资
成都汇知网络科技有限公司	移动互联网	0-20人	无信息
成都趣乐多科技有限公司	游戏	100-499人	A轮
成都闪鸟科技有限公司	O2O	100-499人	天使轮
恒洁卫浴集团有限公司	电子商务	1000-9999人	未融资
拓胜(北京)科技发展有限公司	电子商务	20-99人	A轮
抚州市文化旅游投资发展有限责任公司	房地产开发	20-99人	不需要融资
数字王国资产有限公司	音乐/视频/阅读	100-499人	A轮
新世界发展有限公司	媒体	0-20人	天使轮
成都帝标家具制造有限公司	家具/家电/家居	20-99人	不需要融资
新华网股份有限公司	学术/科研	100-499人	不需要融资
斑马信息科技有限公司	电子商务	20-99人	未融资
无比滴(广东)药业有限公司	贸易/进出口	20-99人	无信息
无锡北大博雅控股集团有限公司	酒店	100-499人	无信息
新城控股集团股份有限公司	工程施工	1000-9999人	已上市
新华三技术有限公司	计算机软件	10000人以上	不需要融资
新疆路上文化餐饮有限责任公司	旅游	500-999人	B轮
时光投资有限公司	移动互联网	20-99人	A轮
成都超有爱科技有限公司	电子商务	0-20人	无信息
易汇商贸有限公司	移动互联网	100-499人	C轮
易简广告传媒集团股份有限公司	媒体	100-499人	不需要融资
星咖特购(北京)网络科技有限公司	互联网	20-99人	天使轮
智能云科信息科技有限公司	互联网	100-499人	未融资
无锡百姓领购网络科技有限公司	移动互联网	100-499人	不需要融资
暴风集团股份有限公司	移动互联网	1000-9999人	已上市
本来商贸有限公司	电子商务	1000-9999人	D轮及以上
木林森股份有限公司	家具/家电/家居	100-499人	已上市
杭州中亘建筑设计有限公司	工程施工	0-20人	无信息
杭州云标知识产权代理有限公司	企业服务	0-20人	未融资
杭州呯嘭智能技术有限公司	互联网	100-499人	C轮
杭州域名科技有限公司	互联网	100-499人	不需要融资
杭州如涵控股股份有限公司	互联网	1000-9999人	已上市
复华控股有限公司	工程施工	1000-9999人	不需要融资
杭州涵意电子商务有限公司	互联网	1000-9999人	已上市
晋城市圣拓房地产开发有限公司	贸易/进出口	0-20人	不需要融资
杭州爱贷科技发展有限公司	互联网金融	20-99人	不需要融资
杭州知加网络科技有限公司	企业服务	100-499人	A轮
杭州简品食品股份有限公司	互联网	100-499人	已上市
杭州丹奇商贸有限公司	电子商务	20-99人	不需要融资
杭州西奥电梯有限公司	智能硬件	1000-9999人	不需要融资
杭州迁客实业有限公司	旅游	100-499人	不需要融资
杭州经济技术开发区资产经营集团有限公司	在线教育	0-20人	无信息
杭州璟丰投资有限公司	通信/网络设备	100-499人	B轮
杭州金通公共自行车科技股份有限公司	智能硬件	1000-9999人	无信息
杭州二更网络科技有限公司	互联网	500-999人	B轮
松原城市发展投资控股集团有限公司	移动互联网	100-499人	不需要融资
标镇网络科技(上海)有限公司	电子商务	0-20人	天使轮
杭州脱壳品牌管理有限公司	美容/美发	0-20人	无信息
桔子网络科技有限公司	互联网	500-999人	A轮
桂林力港网络科技股份有限公司	游戏	500-999人	已上市
梦东方电影有限公司	旅游	100-499人	已上市
武汉川润发广告设计有限公司	美容/美发	20-99人	不需要融资
梅州市中梅电子商务孵化港有限公司	在线教育	0-20人	不需要融资
武汉地质资源环境工业技术研究院有限公司	工程施工	20-99人	未融资
武汉两点十分文化传播有限公司	音乐/视频/阅读	100-499人	B轮
永康市久久科技有限公司	贸易/进出口	20-99人	无信息
武汉点智科技有限公司	移动互联网	100-499人	天使轮
武汉果派联合影游文化发展有限公司	音乐/视频/阅读	20-99人	C轮
汇通达网络股份有限公司	生活服务	0-20人	不需要融资
汉义生物科技(北京)有限公司	广告营销	20-99人	未融资
汉鼎宇佑集团有限公司	互联网	500-999人	已上市
广州米标企业管理有限公司	移动互联网	20-99人	天使轮
武汉可德医疗器械有限公司	电子/半导体/集成电路	500-999人	D轮及以上
汇祥实业投资有限公司	生活服务	1000-9999人	不需要融资
江苏鱼跃医疗设备股份有限公司	医疗健康	1000-9999人	已上市
汇通天下电子商务股份有限公司	互联网	1000-9999人	C轮
江西大觉山旅游发展有限公司	社交网络	20-99人	天使轮
广州立白企业集团有限公司	投资/融资	100-499人	不需要融资
广州奥思公共关系顾问有限公司	互联网	100-499人	已上市
榴莲科技有限公司	电子商务	20-99人	未融资
沈阳德道文化发展有限公司	音乐/视频/阅读	20-99人	不需要融资
河北恩泉网络科技有限公司	电子商务	0-20人	未融资
河南万邦国际农产品物流股份有限公司	物流/仓储	500-999人	未融资
河南仲景药业股份有限公司	医疗健康	10000人以上	B轮
河南云付通电子商务有限公司	咨询	20-99人	无信息
江西鼎盛玻璃实业有限公司	建材	500-999人	无信息
河南禾美企业管理咨询有限公司	医疗健康	20-99人	A轮
河南象聚实业集团有限公司	互联网	500-999人	A轮
河南中烟工业有限责任公司	移动互联网	100-499人	未融资
河南品盟贸易有限公司	广告/公关/会展	0-20人	未融资
泉州连记食品有限公司	餐饮	0-20人	不需要融资
河南豫发集团有限公司	医疗健康	0-20人	不需要融资
泉州胜和利网络科技有限公司	财务/审计/税务	20-99人	无信息
泰吉商贸(北京)有限公司	计算机服务	20-99人	A轮
泰康人寿保险股份有限公司	互联网金融	10000人以上	未融资
波司登国际服饰(中国)有限公司	批发/零售	10000人以上	已上市
浙江三修健康实业有限公司	医疗健康	100-499人	未融资
济南卓高建材有限公司	生活服务	20-99人	不需要融资
浙江健盛集团股份有限公司	企业服务	1000-9999人	已上市
浙江依爱夫游戏装文化产业有限公司	工程施工	500-999人	未融资
浙江大东鞋业有限公司	生活服务	10000人以上	D轮及以上
浙江朗佑医药有限公司	医疗健康	100-499人	未融资
浙江聚贸电子商务有限公司	电子商务	100-499人	不需要融资
浩联控股(深圳)有限公司	智能硬件	20-99人	不需要融资
洽洽食品股份有限公司	其他行业	1000-9999人	已上市
浙江初音投资管理有限公司	其他行业	500-999人	未融资
海南让三尺投资有限公司	装修装饰	0-20人	未融资
海明控股有限公司	生活服务	1000-9999人	不需要融资
海游(上海)企业发展有限公司	游戏	100-499人	B轮
海南鸿洲置业集团股份有限公司	在线教育	0-20人	未融资
深圳健乐健康科技有限公司	电子商务	0-20人	未融资
深圳光峰科技股份有限公司	电子/半导体/集成电路	1000-9999人	不需要融资
派生科技集团股份有限公司	互联网金融	10000人以上	天使轮
深圳华侨城文化集团有限公司	计算机软件	500-999人	已上市
深圳信立泰药业股份有限公司	医疗健康	1000-9999人	已上市
海绵宝宝(中国)有限公司	食品/饮料/烟酒	0-20人	无信息
深圳华大基因科技有限公司	医疗健康	10000人以上	已上市
深圳市兆佳贸易发展有限公司	服装/纺织/皮革	500-999人	不需要融资
深圳市八方网络科技有限公司	电子商务	0-20人	不需要融资
深圳市乐凯撒比萨餐饮管理有限公司	生活服务	1000-9999人	A轮
深圳市华星光电技术有限公司	其他行业	20-99人	不需要融资
深圳市八号酒店管理有限公司	酒店	0-20人	未融资
深圳市华米投资有限公司	智能硬件	500-999人	已上市
深圳市千竹科技有限公司	装修装饰	0-20人	无信息
深圳市商汤科技有限公司	计算机软件	1000-9999人	C轮
深圳市可购百信息技术有限公司	电子商务	20-99人	无信息
深圳市卓盛电子有限公司	咨询	20-99人	未融资
深圳市众盛投资有限公司	互联网	20-99人	未融资
深圳市好兄弟电子有限公司	生活服务	20-99人	不需要融资
深圳市垦鑫达科技有限公司	通信/网络设备	1000-9999人	D轮及以上
深圳市医信科技有限公司	计算机软件	1000-9999人	不需要融资
深圳市慧瑞投资有限公司	新零售	0-20人	不需要融资
深圳市张瑞科技有限公司	生活服务	0-20人	无信息
深圳市擎格科技有限公司	医疗健康	0-20人	未融资
深圳市擎天柱信息技术有限公司	游戏	100-499人	未融资
深圳市星河商用置业股份有限公司	工程施工	500-999人	无信息
深圳市海岸商业管理有限公司	工程施工	100-499人	不需要融资
深圳市美安服装有限公司	医疗健康	20-99人	未融资
深圳市美田商贸有限公司	装修装饰	20-99人	未融资
深圳市深港投资有限公司	广播/影视	0-20人	未融资
深圳市良食网科技开发有限公司	O2O	100-499人	B轮
深圳市车网联盟科技有限公司	互联网	500-999人	B轮
深圳市小赢科技有限责任公司	互联网	500-999人	已上市
深圳广播电影电视集团	移动互联网	20-99人	无信息
深圳沃海森科技有限公司	婚庆/摄影	20-99人	无信息
深圳粤蒲文化传播有限公司	音乐/视频/阅读	20-99人	未融资
深圳百果园实业发展有限公司	电子商务	10000人以上	B轮
深圳美西西餐饮管理有限公司	餐饮	1000-9999人	B轮
深圳市鹏瑞地产开发有限公司	企业服务	0-20人	不需要融资
深圳诗莉莉酒店投资管理有限公司	旅游	100-499人	A轮
深圳市汇森玩具有限公司	建筑设计	0-20人	不需要融资
深圳超多维科技有限公司	互联网	100-499人	不需要融资
深圳量子云科技有限公司	移动互联网	100-499人	不需要融资
深圳金博投资控股集团有限公司	在线教育	1000-9999人	未融资
深圳市金华瑞实业有限公司	计算机软件	100-499人	不需要融资
温州伊卡罗贸易有限公司	培训机构	20-99人	未融资
深圳腾势新能源汽车有限公司	汽车生产	20-99人	不需要融资
温州酷斗士贸易有限公司	互联网	500-999人	C轮
湖上产业发展集团有限公司	批发/零售	0-20人	未融资
湖北溢德数字文化股份有限公司	新能源	20-99人	不需要融资
湖北盛天网络技术股份有限公司	互联网	500-999人	已上市
湖南橘色科技有限责任公司	电子商务	100-499人	不需要融资
湖南粮食集团有限责任公司	农/林/牧/渔	100-499人	无信息
湘亿实业有限公司	人力资源服务	20-99人	不需要融资
溜溜果园集团股份有限公司	贸易/进出口	1000-9999人	未融资
烟台彼安国际贸易有限公司	培训机构	20-99人	无信息
王府井集团股份有限公司	餐饮	500-999人	无信息
湖南梦洁家纺股份有限公司	生活服务	1000-9999人	已上市
王大牙电子商务(北京)有限公司	互联网	0-20人	未融资
牧高笛户外用品股份有限公司	其他行业	1000-9999人	已上市
玉圭园(天津)投资有限公司	房地产开发	100-499人	不需要融资
百世堂健康产业有限公司	贸易/进出口	100-499人	未融资
琪尔特股份有限公司	医疗健康	500-999人	不需要融资
百利商业有限公司	批发/零售	500-999人	未融资
理文品牌发展有限公司	其他行业	10000人以上	已上市
百视通网络电视技术发展有限责任公司	媒体	10000人以上	已上市
河南中高企业管理有限公司	生活服务	0-20人	未融资
百合佳缘网络集团股份有限公司	互联网	1000-9999人	已上市
生活家品牌有限公司	生活服务	1000-9999人	未融资
知本佳网络科技(深圳)有限公司	新闻/出版	100-499人	未融资
盈昌集团有限公司	贸易/进出口	100-499人	未融资
知识产权联盟有限公司	企业服务	100-499人	B轮
福州零壹动漫有限公司	互联网	100-499人	A轮
神州易桥(北京)财税科技有限公司	企业服务	0-20人	已上市
百川品牌管理有限公司	计算机软件	100-499人	B轮
福建太尔集团股份有限公司	智能硬件	100-499人	已上市
福建大展实业有限公司	计算机软件	100-499人	未融资
福建海峡风建筑工程有限公司	装修装饰	20-99人	不需要融资
福建沃客生活信息科技有限公司	计算机软件	100-499人	B轮
科大讯飞股份有限公司	移动互联网	10000人以上	已上市
秦皇岛华谣餐饮管理有限公司	企业服务	1000-9999人	不需要融资
维尔克有限公司	其他行业	500-999人	已上市
绿瘦健康产业集团有限公司	医疗健康	1000-9999人	不需要融资
纯美化妆品有限公司	日化	20-99人	不需要融资
珠海银隆新能源有限公司	汽车生产	500-999人	未融资
美味天下食品有限公司	互联网	20-99人	A轮
脱普日用化学品(中国)有限公司	其他行业	1000-9999人	不需要融资
美丽华企业(南京)有限公司	批发/零售	10000人以上	已上市
艺起网络科技(北京)有限公司	在线教育	0-20人	不需要融资
艺龙网信息技术(北京)有限公司	互联网	1000-9999人	已上市
芜湖易玩网络科技有限公司	游戏	100-499人	B轮
航美传媒集团有限公司	广告营销	500-999人	已上市
芜湖星时空商贸有限公司	互联网	100-499人	B轮
芜湖江豪商贸有限公司	建材	100-499人	未融资
苏州佩莱电子商务有限公司	电子商务	100-499人	D轮及以上
苏州奥玛电子商务技术有限公司	生活服务	100-499人	不需要融资
碧波庭国际有限公司	旅游	20-99人	不需要融资
苏建平(厦门)品牌策划有限公司	工程施工	500-999人	未融资
荣一股份有限公司	工程施工	100-499人	不需要融资
莲心网络科技有限公司	生活服务	0-20人	不需要融资
融创房地产集团有限公司	工程施工	10000人以上	已上市
蓝港在线(北京)网络科技有限公司	互联网	100-499人	已上市
深圳微分投资控股有限公司	计算机软件	0-20人	天使轮
西咸新区茯茶镇文化产业集团有限公司	食品/饮料/烟酒	100-499人	不需要融资
西安因诺航空科技有限公司	智能硬件	20-99人	A轮
西安润恩工贸有限公司	环保	0-20人	未融资
西安城市一卡通有限责任公司	数据服务	20-99人	无信息
深圳锦帛商贸有限公司	装修装饰	20-99人	未融资
西安慧康企业运营管理集团有限公司	医疗健康	1000-9999人	不需要融资
西门子医疗有限公司	计算机软件	10000人以上	已上市
许留山食品制造有限公司	生活服务	100-499人	未融资
贵人鸟股份有限公司	批发/零售	100-499人	已上市
质德商务信息咨询(上海)有限公司	其他行业	100-499人	无信息
象翌微链科技发展有限公司	互联网	1000-9999人	B轮
贵州醉苗乡餐饮投资管理有限公司	餐饮	100-499人	未融资
趁早(北京)科技有限公司	计算机服务	0-20人	未融资
赤峰喜利来食品有限责任公司	生活服务	20-99人	未融资
车伯乐(北京)信息科技有限公司	汽车生产	100-499人	B轮
软通动力信息技术(集团)有限公司	计算机软件	10000人以上	已上市
进化时代科技(北京)有限责任公司	移动互联网	0-20人	天使轮
迅达科技集团股份有限公司	计算机软件	20-99人	B轮
郑州兴业财税咨询服务有限公司	互联网金融	1000-9999人	未融资
郑州一刻软件科技有限公司	音乐/视频/阅读	100-499人	B轮
邯郸开发区邯梦贸易有限公司	工程施工	20-99人	不需要融资
郑州卓致远电子科技有限公司	仪器仪表/工业自动化	100-499人	已上市
重庆初美贸易有限公司	互联网	100-499人	未融资
重庆好媳妇食品有限公司	其他服务业	20-99人	不需要融资
重庆江小白酒业有限公司	其他行业	1000-9999人	未融资
重庆澳洲玛集团有限公司	电子商务	20-99人	不需要融资
重庆纳德福实业集团股份有限公司	餐饮	0-20人	无信息
重庆龙湖地产发展有限公司	工程施工	10000人以上	已上市
邯郸市太阳兄弟电子商务有限公司	专利/商标/知识产权	100-499人	未融资
福建爱乡亲食品股份有限公司	电子商务	10000人以上	未融资
金种子投资贸易有限公司	装修装饰	0-20人	未融资
金茂投资管理(上海)有限公司	工程施工	100-499人	不需要融资
野行者户外有限公司	汽车生产	100-499人	B轮
长春市志健商贸有限公司	餐饮	0-20人	无信息
青岛东海药业有限公司	酒店	100-499人	不需要融资
青岛均阳工艺品有限公司	玩具/礼品	500-999人	未融资
青岛巴迪酷服装有限公司	在线教育	20-99人	未融资
青岛啤酒股份有限公司	其他行业	100-499人	未融资
海南智慧集团有限公司	计算机软件	100-499人	已上市
青岛永旭商贸有限公司	智能硬件	100-499人	无信息
青岛日日顺投资有限公司	生活服务	100-499人	B轮
青岛校园联盟集团有限公司	移动互联网	20-99人	A轮
青岛翔仁科技有限公司	物业服务	100-499人	未融资
青岛黄岛发展(集团)有限公司	装修装饰	20-99人	未融资
韩艺投资管理(上海)有限公司	婚庆/摄影	20-99人	无信息
香港信诺品牌有限公司	计算机软件	20-99人	未融资
香港太平鸟实业发展有限公司	企业服务	1000-9999人	已上市
香港奕扬科技投资有限公司	农/林/牧/渔	20-99人	不需要融资
香港欧文户外用品有限公司	批发/零售	20-99人	不需要融资
香港乔治品牌管理有限公司	互联网	0-20人	无信息
青岛天佑电子商务有限公司	其他行业	20-99人	不需要融资
香港艺术贸易有限公司	生活服务	1000-9999人	不需要融资
魔方(中国)投资有限公司	互联网金融	20-99人	A轮
香港智康莱国际有限公司	互联网	10000人以上	已上市
麦奇教育集团	在线教育	1000-9999人	不需要融资
顺风农业集团有限公司	餐饮	100-499人	不需要融资
ABERCROMBIE & FITCH EUROPE SAGL	服装/纺织/皮革	100-499人	未融资
OPPO广东移动通信有限公司	互联网	10000人以上	不需要融资
香港杰克管理有限公司	互联网	0-20人	天使轮
丁柏尼品牌管理有限公司	工程施工	20-99人	未融资
万智实业有限公司	计算机服务	20-99人	未融资
万人控股集团有限公司	音乐/视频/阅读	500-999人	B轮
香港风度贸易有限公司	计算机服务	100-499人	无信息
一诺投资有限公司	其他行业	0-20人	无信息
上海丕桉贴实业有限公司	其他行业	20-99人	不需要融资
上海万标服饰有限公司	企业服务	20-99人	不需要融资
上海亚朵商业管理(集团)股份有限公司	生活服务	1000-9999人	C轮
上海亿盟企业管理咨询有限公司	计算机软件	20-99人	未融资
三角兽(北京)科技有限公司	移动互联网	100-499人	B轮
三维码(厦门)网络科技有限公司	互联网	20-99人	未融资
上海不那么空文化传播有限公司	音乐/视频/阅读	20-99人	A轮
上海佐赛网络科技有限公司	互联网	100-499人	未融资
上海创创文化传播股份有限公司	企业服务	1000-9999人	已上市
上海同砚建筑规划设计有限公司	企业服务	20-99人	无信息
上海向上实业发展有限公司	互联网	100-499人	C轮
上海吉尚投资管理有限公司	电子商务	20-99人	未融资
上海卓臣商贸有限公司	智能硬件	0-20人	未融资
上海嘉龙日日煮信息科技有限公司	互联网	100-499人	B轮
上海国鹏汽车用品有限公司	其他服务业	1000-9999人	未融资
上海图斯实业有限公司	贸易/进出口	0-20人	未融资
上海均瑶(集团)有限公司	数据服务	100-499人	不需要融资
一城一家网络科技有限公司	移动互联网	1000-9999人	不需要融资
上海型动网络科技有限公司	生活服务	100-499人	未融资
上海域起网络科技有限公司	游戏	100-499人	不需要融资
上海壹米滴答供应链管理有限公司	物流/仓储	10000人以上	D轮及以上
上海夕尔实业有限公司	电子商务	500-999人	不需要融资
上海品诗贸易有限公司	玩具/礼品	0-20人	无信息
上海巧厨商贸有限公司	食品/饮料/烟酒	20-99人	未融资
上海幂汇投资咨询有限公司	企业服务	20-99人	A轮
上海宅尚生活用品有限公司	电子商务	20-99人	未融资
上海怡宝化妆品有限公司	电子商务	100-499人	B轮
上海数蛙企业管理有限公司	移动互联网	20-99人	A轮
上海斐毡商贸有限公司	其他行业	100-499人	未融资
上海完形健康管理咨询有限公司	医疗健康	20-99人	天使轮
上海旗计智能科技有限公司	互联网金融	1000-9999人	已上市
上海易点时空网络有限公司	移动互联网	100-499人	C轮
上海景泉文化传播有限公司	基金	500-999人	未融资
上海有孚网络股份有限公司	互联网	100-499人	D轮及以上
上海木木生活贸易有限公司	其他行业	1000-9999人	未融资
上海果然美商贸有限公司	互联网	20-99人	不需要融资
上海柠萌影视传媒有限公司	音乐/视频/阅读	100-499人	未融资
上海河马文化科技股份有限公司	文化/体育/娱乐	20-99人	天使轮
上海淡红金融科技有限公司	移动互联网	500-999人	D轮及以上
上海火核文化传媒有限公司	音乐/视频/阅读	20-99人	无信息
上海灿星文化传媒股份有限公司	媒体	20-99人	不需要融资
上海点融信息科技有限责任公司	互联网	1000-9999人	D轮及以上
上海爱兔网络科技有限公司	旅游	0-20人	无信息
上海未来伙伴机器人有限公司	在线教育	500-999人	未融资
上海琪思网络科技有限公司	电子商务	100-499人	无信息
上海白泽生物科技有限公司	互联网	100-499人	未融资
上海百金化工集团股份有限公司	医疗健康	20-99人	无信息
上海盛擎网络科技有限公司	其他行业	100-499人	不需要融资
上海眷飨餐饮管理有限公司	餐饮	500-999人	A轮
上海粉合化妆品有限公司	日化	1000-9999人	不需要融资
上海纳恩文化艺术发展有限公司	智能硬件	1000-9999人	C轮
上海纯米电子科技有限公司	电子商务	1000-9999人	C轮
上海统御食品有限公司	计算机软件	20-99人	未融资
上海美豪酒店管理股份有限公司	旅游	1000-9999人	已上市
上海网鱼信息科技有限公司	互联网	1000-9999人	D轮及以上
上海翡翠东方网络信息技术有限公司	贸易/进出口	20-99人	未融资
上海联影医疗科技有限公司	医疗健康	1000-9999人	A轮
上海爱驾文化传媒有限公司	广告/公关/会展	20-99人	不需要融资
上海臻敬实业有限公司	餐饮	500-999人	无信息
远景能源(江苏)有限公司	其他行业	1000-9999人	不需要融资
上海美术电影制片厂有限公司	媒体	0-20人	无信息
上海茶田餐饮管理有限公司	生活服务	10000人以上	A轮
上海融怡商贸发展有限公司	广告/公关/会展	0-20人	无信息
上海西瓜山文化传媒有限公司	咨询	0-20人	未融资
上海证大喜马拉雅网络科技有限公司	移动互联网	1000-9999人	D轮及以上
上海鋆创信息技术有限公司	互联网	500-999人	已上市
上海金外滩(集团)发展有限公司	其他服务业	20-99人	未融资
上海艾樱健康科技股份有限公司	电子商务	0-20人	未融资
上海能臣日用品有限公司	电子商务	100-499人	未融资
上海飞航文化发展有限公司	通信/网络设备	100-499人	无信息
上海馔山餐饮管理有限公司	O2O	10000人以上	D轮及以上
上海飞科投资有限公司	互联网	100-499人	无信息
上海鸿研物流技术有限公司	互联网	100-499人	C轮
上镜投资(上海)有限公司	工程施工	0-20人	不需要融资
万科链家(北京)装饰有限公司	工程施工	1000-9999人	不需要融资
世纪文都教育科技集团股份有限公司	在线教育	1000-9999人	已上市
世纪阳光(北京)文化传播有限公司	医疗健康	500-999人	未融资
世邦品牌有限公司	互联网金融	20-99人	未融资
东呈天下知识产权运营管理(广州)有限公司	酒店	10000人以上	不需要融资
业乔投资(集团)有限公司	电子/半导体/集成电路	0-20人	未融资
东旭集团有限公司	其他行业	10000人以上	已上市
东方百草堂国际科贸(北京)有限公司	医疗健康	20-99人	不需要融资
上海见寻文化创意有限公司	社交网络	20-99人	A轮
东方盐湖城旅游发展有限公司	旅游	1000-9999人	不需要融资
东莞市全汁全味餐饮管理有限公司	餐饮	500-999人	未融资
东莞市乾聚电子商务有限公司	媒体	0-20人	未融资
东莞市四辉表面处理科技有限公司	化工	100-499人	无信息
东莞市嘉美文化传播有限公司	企业服务	20-99人	A轮
东莞市尔谷光电科技有限公司	互联网	20-99人	未融资
东莞市智谋贸易有限公司	音乐/视频/阅读	0-20人	未融资
上海何勇企业管理有限公司	生活服务	10000人以上	未融资
东莞市漫彩文化传播有限公司	电子商务	100-499人	无信息
东莞市马奔贸易有限公司	汽车生产	0-20人	未融资
中交房地产集团有限公司	互联网	500-999人	A轮
东阳欢娱影视文化有限公司	音乐/视频/阅读	100-499人	未融资
中信百信银行股份有限公司	银行	500-999人	不需要融资
